Receiving NPO Name*,UEN
NTUC - U Care Fund,T09CC0008D
VIVA Foundation for Children with Cancer,200601578E
IC@RE HUB LTD.,201307803W
The Straits Times School Pocket Money Fund,T11CC0007D
Operation Hope Foundation,200104386W
Kampung Senang Charity & Education Foundation,S99SS0044C
Down Syndrome Association,S96SS0170K
Trybe Limited,199507763G
Dover Park Hospice,S92SS0138D
Samaritans of Singapore,S69SS0047D
VIVA Foundation for Children with Cancer,200601578E
St. John's Home For Elderly Persons,S61SS0176G
Methodist Schools' Foundation,199703727C
Epworth Community Services,T08SS0123D
Down Syndrome Association,S96SS0170K
Playeum Ltd,201333807K
Yayasan MENDAKI,198902633C
SOWCARE LTD.,201918865M
IC@RE HUB LTD.,201307803W
The Boys' Brigade in Singapore,S62SS0041D
Helping and Empowering our Neighbours (HEN),T18SS0191F
The Boys' Brigade in Singapore,S62SS0041D
United Women Singapore,S97SS0098B
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Xin Yuan Community Care,T05SS0150E
Xin Yuan Community Care,T05SS0150E
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Singapore Children's Society,S62SS0057G
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Methodist Schools' Foundation,199703727C
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The National Kidney Foundation,200104750M
HCA HOSPICE CARE,S89SS0106G
St. John's Home For Elderly Persons,S61SS0176G
New Life Stories,201411304Z
Nanyang Academy of Fine Arts,201006523M
Hope Initiative Alliance,T04SS0054D
TTSH Community Fund,201400920N
Migrant Workers' Assistance Fund,T12CC0003C
Singapore Buddhist Free Clinic,S69SS0009J
All Saints Home,S87SS0068F
The New Charis Mission,T06SS0166B
Riding For The Disabled Association of Singapore,S82SS0081H
Singapore Association of the Visually Handicapped,S61SS0119J
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Cerebral Palsy Alliance Singapore,S60SS0003K
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Care Corner Seniors Services Ltd,201533890R
The Boys' Brigade in Singapore,S62SS0041D
Abilities Beyond Limitations and Expectations Ltd,201022774G
NGEE ANN POLYTECHNIC FUND,T08CC3009A
VIVA Foundation for Children with Cancer,200601578E
SAtheCollective Ltd,201629632R
VIVA Foundation for Children with Cancer,200601578E
HCSA Community Services,S97SS0023J
Shan You,S95SS0103B
Shan You,S95SS0103B
The Boys' Brigade in Singapore,S62SS0041D
Causes For Animals (Singapore) Limited,201314186Z
Mercylight Animal Rescue And Sanctuary Limited,201502278Z
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Morning Star Community Services Ltd.,201617675H
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Boys' Town,201534576H
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Food From The Heart,200721064R
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Yayasan MENDAKI,198902633C
United Women Singapore,S97SS0098B
Willing Hearts,T05SS0071J
Arc Children's Centre Co Ltd,201021661K
Avant Theatre & Language,201105101N
St Gabriel's Foundation,200105928G
Presbyterian Community Services,S75SS0022H
Metta Welfare Association,S94SS0081K
Canossaville Children and Community Services,S87CC0462K
Autism Association (Singapore),S92SS0124D
Metta Welfare Association,S94SS0081K
The Food Bank Singapore Ltd,201200654E
Ren Ci Hospital,201018593M
SGH Health Development Fund,201624016E
Methodist Schools' Foundation,199703727C
Alzheimer's Disease Association,S91SS0018J
HANDICAPS WELFARE ASSOCIATION,S69SS0057J
SGH Health Development Fund,201624016E
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Daughters Of Tomorrow Limited,201425430M
The Boys' Brigade in Singapore,S62SS0041D
Blossom World Society,T08SS0161K
#CHECKED LIMITED,200920810R
WE CARE Community Services Limited,200506089N
Care Community Services Society,S96SS0195L
SGH Health Development Fund,201624016E
Metta Welfare Association,S94SS0081K
Club Rainbow (Singapore),S92SS0137H
FOUNDATION OF ROTARY CLUBS (S) LTD,199300813R
St. John's Home For Elderly Persons,S61SS0176G
Alzheimer's Disease Association,S91SS0018J
Care for the Elderly Foundation (Singapore),S95SS0134B
HCSA Community Services,S97SS0023J
Cheng Hong Welfare Service Society,T04SS0148G
Society for the Prevention of Cruelty to Animals,S61SS0060B
Equal-Ark Singapore Ltd,201536378N
The Food Bank Singapore Ltd,201200654E
TalentTrust Singapore,201430501R
The Boys' Brigade in Singapore,S62SS0041D
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Singapore Association for Mental Health,S68SS0038A
Singapore Red Cross Society,S86CC0370E
Singapore Red Cross Society,S86CC0370E
Transient Workers Count Too,T04SS0088C
St Luke's Hospital,199205095C
NCCS Cancer Fund,201624016E
SGH Health Development Fund,201624016E
SUN-DAC,S93SS0060K
Children's Cancer Foundation,201934434R
AWARE,S85SS0089B
CLARITY SINGAPORE LIMITED,201021634E
HANDICAPS WELFARE ASSOCIATION,S69SS0057J
The Food Bank Singapore Ltd,201200654E
HANDICAPS WELFARE ASSOCIATION,S69SS0057J
Caritas Singapore Community Council - The Caritas Singapore Agape Fund,T06CC2001K
K9Assistance (Limited),202010657N
The National Kidney Foundation,200104750M
Make-A-Wish Foundation (S) Ltd,200201965D
St. Andrew's Mission Hospital,T08CC3017C
Singapore Red Cross Society,S86CC0370E
Philippine Bayanihan Society Singapore,T01SS0179C
The National Kidney Foundation,200104750M
Make-A-Wish Foundation (S) Ltd,200201965D
NDCS Tooth Fairy Fund,201624016E
Riding For The Disabled Association of Singapore,S82SS0081H
NCCS Cancer Fund,201624016E
The National Kidney Foundation,200104750M
Care Community Services Society,S96SS0195L
ACRES,T01SS0121K
Food From The Heart,200721064R
Singapore After-Care Association,S61SS0083L
NCCS Cancer Fund,201624016E
DYSLEXIA ASSOCIATION OF SINGAPORE,S91SS0096B
NCCS Cancer Fund,201624016E
ARTDIS (Singapore) Ltd.,199500567G
The Ireland Funds Singapore,200910045N
The National Kidney Foundation,200104750M
The Red Pencil (Singapore),201113675E
SINGAPORE HEART FOUNDATION,S70SS0007H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Cycling Without Age Singapore,201714757N
Singapore Children's Society,S62SS0057G
Arc Children's Centre Co Ltd,201021661K
Methodist Schools' Foundation,199703727C
Society for the Prevention of Cruelty to Animals,S61SS0060B
Character and Leadership Academy Limited,201412408N
NCCS Cancer Fund,201624016E
Singapore Association for Mental Health,S68SS0038A
Society for the Prevention of Cruelty to Animals,S61SS0060B
SATA COMMHEALTH,194700119G
Care Community Services Society,S96SS0195L
Care Community Services Society,S96SS0195L
Community Chest,T03CC1692B
The National Kidney Foundation,200104750M
St. Andrew's Mission Hospital,T08CC3017C
Singapore Thong Chai Medical Institution,196000175E
Thong Chai Institute Of Medical Research,200311661W
Singapore Planned Families Association,S63SS0018K
Save Our Street Dogs,T12SS0058C
The Food Bank Singapore Ltd,201200654E
Oasis Second Chance Animal Shelter Ltd,201406657D
Methodist Schools' Foundation,199703727C
Methodist Schools' Foundation,199703727C
NGEE ANN POLYTECHNIC FUND,T08CC3009A
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
SCWO-Star Shelter,T00CC1406K
Aidha Ltd,201006653E
Calvary Community Care,T10SS0047C
Home Nursing Foundation,S76SS0044D
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Club Rainbow (Singapore),S92SS0137H
South Central Community Family Service Centre Limited,201301276N
The Greenhouse Community Services Ltd,202008502N
"LOVE, NILS LTD.",201724930Z
Noah's Ark Companion Animal Rescue & Education Society,T05SS0171L
PM.Haze,T16SS0125L
Daughters Of Tomorrow Limited,201425430M
St. John's Home For Elderly Persons,S61SS0176G
K9Assistance (Limited),202010657N
Noah's Ark Companion Animal Rescue & Education Society,T05SS0171L
Image Mission Ltd.,201506898W
Marymount Centre,201402049Z
Esplanade - Theatres on the Bay,199205206G
The Community Foundation of Singapore,200817758M
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
AWWA Ltd,201500785Z
Singapore University of Social Sciences,200504979Z
Children's Cancer Foundation,201934434R
Singapore University of Social Sciences,200504979Z
Ride of Hope SG,53412969B
SATA COMMHEALTH,194700119G
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Methodist Schools' Foundation,199703727C
Children's Charities Association,S66SS0023F
Wellness Week,T0308686G
Save Our Street Dogs,T12SS0058C
Guide Dogs Singapore Ltd.,200302260G
NNI Fund,201624016E
SGH Health Development Fund,201624016E
Make-A-Wish Foundation (S) Ltd,200201965D
LEMBAGA BIASISWA KENANGAN MAULUD,S66SS0027A
Causes For Animals (Singapore) Limited,201314186Z
Epworth Community Services,T08SS0123D
Ride of Hope SG,53412969B
The RICE Company Limited,201408699H
Yayasan MENDAKI,198902633C
Darul Ihsan Orphanage,T07CC3022A
Children's Charities Association,S66SS0023F
Ronald McDonald House Charities Singapore,S98SS0006C
ACRES,T01SS0121K
Mediacorp Enable Fund,200822425N
Samaritans of Singapore,S69SS0047D
Daughters Of Tomorrow Limited,201425430M
Malay Youth Literary Association,S48SS0014A
St. John's Home For Elderly Persons,S61SS0176G
The Singapore Association for the Deaf,S62SS0061C
The Singapore Association for the Deaf,S62SS0061C
The Singapore Association for the Deaf,S62SS0061C
The Singapore Association for the Deaf,S62SS0061C
Children's Charities Association,S66SS0023F
Society for the Prevention of Cruelty to Animals,S61SS0060B
Casa Raudha Ltd.,201713778N
Singapore Association for Mental Health,S68SS0038A
IC@RE HUB LTD.,201307803W
AWWA Ltd,201500785Z
Society for the Prevention of Cruelty to Animals,S61SS0060B
Cerebral Palsy Alliance Singapore,S60SS0003K
Cerebral Palsy Alliance Singapore,S60SS0003K
Cerebral Palsy Alliance Singapore,S60SS0003K
Filos Community Services,200408452G
Asia Pacific Hospice Palliative Care Network (APHN),T01SS0003A
Care Community Services Society,S96SS0195L
Care Community Services Society,S96SS0195L
Care for the Elderly Foundation (Singapore),S95SS0134B
The Salvation Army,T07CC3012G
The National Kidney Foundation,200104750M
National University of Singapore,200604346E
Friends of the Disabled Society,T00SS0207F
Rainbow Centre,S92SS0061A
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Children's Cancer Foundation,201934434R
Garden City Fund,T02CC1634C
Babes Pregnancy Crisis Support Ltd,201314611H
Garden City Fund,T02CC1634C
Samaritans of Singapore,S69SS0047D
Singapore Sailing Federation,S66SS0013A
SGH Health Development Fund,201624016E
REACH Community Services Society,S98SS0144L
Philippine Bayanihan Society Singapore,T01SS0179C
Children's Cancer Foundation,201934434R
Yong-en Care Centre,S96SS0165G
New Life Stories,201411304Z
The National Kidney Foundation,200104750M
Club HEAL,T12SS0028K
Sri Krishna Mandir Welfare Society,T02SS0007A
Centre for a Responsible Future,S99SS0065J
Club Rainbow (Singapore),S92SS0137H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Daughters Of Tomorrow Limited,201425430M
Siong Leng Musical Association,S41SS0003J
Youth Guidance Outreach Services,S96SS0067H
Sian Chay Medical Institution,S62SS0055D
365 Cancer Prevention Society,T03SS0046H
Willing Hearts,T05SS0071J
Change Community Services Limited,201003883D
AWARE,S85SS0089B
Singapore Cancer Society,S65SS0033F
Loving Heart Multi-Service Centre,T03SS0014A
BEYOND SOCIAL SERVICES,S87SS0025J
New Opera Singapore Ltd.,201114924K
Geylang East Home For The Aged,T01SS0110J
National Healthcare Group Fund,201623926M
T.H.E Dance Company Ltd.,200818017E
Limitless,201713769M
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
The Boys' Brigade in Singapore,S62SS0041D
Make-A-Wish Foundation (S) Ltd,200201965D
Cerebral Palsy Alliance Singapore,S60SS0003K
The Bone Marrow Donor Programme,S93SS0141J
Yellow Ribbon Fund,T04CC1808H
Yellow Ribbon Fund,T04CC1808H
SGH Health Development Fund,201624016E
SGH Health Development Fund,201624016E
Singapore Red Cross Society,S86CC0370E
Action for Singapore Dogs Society,T02SS0132E
Singapore Buddhist Welfare Services,S81SS0060H
Cerebral Palsy Alliance Singapore,S60SS0003K
TOUCH COMMUNITY SERVICES,200104673R
"LOVE, NILS LTD.",201724930Z
AWWA Ltd,201500785Z
Ren Ci Hospital,201018593M
SGH Health Development Fund,201624016E
Singapore Red Cross Society,S86CC0370E
SUN-DAC,S93SS0060K
Singapore Red Cross Society,S86CC0370E
Hagar Singapore Ltd,200401226H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Children's Cancer Foundation,201934434R
Nam Hwa Opera Limited,201504648M
Diabetes Singapore,S71SS0043E
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Calvary Community Care,T10SS0047C
SINGAPORE HEART FOUNDATION,S70SS0007H
St. Andrew's Mission Hospital,T08CC3017C
Brain Tumour Society (Singapore) Limited,201912577E
AWWA Ltd,201500785Z
Casa Raudha Ltd.,201713778N
SingYouth Hub,T11SS0032A
Extraordinary People Limited,201719854W
Save Our Street Dogs,T12SS0058C
Care Corner Singapore Ltd,198105641M
